(0, 4) 10
(0, 1) 3
(1, 5) 13
(1, 2) 6
(2, 6) 17
(2, 3) 9
(3, 7) 21
(4, 8) 24
(4, 5) 15
(5, 9) 27
(5, 6) 19
(6, 10) 31
(6, 7) 23
(7, 11) 35
(8, 12) 38
(8, 9) 29
(9, 13) 40
(9, 10) 33
(10, 14) 43
(10, 11) 37
(11, 15) 46
(12, 13) 41
(13, 14) 44
(14, 15) 47
